ndvi,umidade_solo,precipitacao_72h,temperatura_max,inclinacao_terreno,focos_queimadas,dist_rio_km,historico_eventos,bioma,risco
0.5423,78.44,153.09,35.97,44.21,5,10.301,3,Mata Atlântica,2
0.8458,72.99,114.32,25.81,5.23,10,3.168,3,Amazônia,1
0.5767,68.59,135.34,24.43,12.48,19,20.344,7,Sul,1
0.3865,33.67,49.88,24.73,8.82,28,10.917,5,Cerrado,0
0.764,24.32,29.8,28.64,14.25,19,11.042,1,Mata Atlântica,0
0.4932,25.22,32.78,19.7,10.71,9,0.688,5,Sul,1
0.21,39.02,75.33,36.73,48.7,17,3.224,4,Mata Atlântica,1
0.7864,59.52,111.36,36.04,9.43,19,25.25,2,Amazônia,0
0.594,18.91,22.77,21.7,14.48,12,0.807,5,Sul,1
0.5625,31.19,46.75,36.49,27.38,13,4.269,3,Mata Atlântica,1
0.5491,71.56,118.82,35.9,21.26,58,2.11,2,Cerrado,1
0.718,95.0,201.9,35.88,15.83,58,2.454,4,Amazônia,2
0.1649,8.11,10.63,34.72,13.56,14,11.073,7,Semiárido,0
0.3187,48.81,92.29,27.92,38.1,11,4.432,3,Mata Atlântica,1
0.6878,69.68,145.82,28.0,24.86,15,7.11,1,Mata Atlântica,1
0.4204,82.19,155.51,22.96,11.76,6,5.593,2,Sul,1
0.1431,9.08,7.46,37.4,2.37,13,3.765,3,Semiárido,0
0.6715,30.74,41.4,40.24,2.45,18,7.844,4,Amazônia,0
0.3734,25.15,13.92,32.7,6.51,51,17.656,7,Cerrado,0
0.7467,49.05,130.36,28.0,13.3,9,17.029,2,Amazônia,1
0.1024,26.97,28.68,38.27,2.87,8,7.79,4,Semiárido,0
0.8775,27.79,47.25,28.25,23.38,12,3.341,5,Amazônia,1
0.61,30.81,37.67,41.27,31.4,7,0.891,0,Mata Atlântica,1
0.1259,5.0,0.86,45.6,24.29,1,0.227,4,Semiárido,1
0.4298,68.53,107.71,33.9,25.68,17,1.316,5,Sul,1
0.5446,63.73,102.12,24.27,21.29,54,2.08,5,Cerrado,1
0.3237,30.22,34.49,45.2,20.09,11,0.695,4,Semiárido,1
0.6886,59.17,94.22,32.31,22.55,53,1.273,2,Amazônia,2
0.2663,9.98,13.07,37.21,13.2,1,0.436,4,Semiárido,1
0.8532,34.72,65.29,25.7,19.7,19,3.708,1,Amazônia,1
0.5356,24.42,18.49,24.09,1.28,19,0.675,1,Cerrado,0
0.0584,16.81,28.49,34.88,1.9,16,6.789,4,Semiárido,0
0.8875,89.53,149.53,32.14,2.96,14,2.022,1,Amazônia,1
0.8952,95.0,203.36,39.69,22.87,52,5.575,1,Amazônia,2
0.0938,26.58,27.64,45.44,1.53,11,10.707,1,Semiárido,0
0.2969,34.45,16.85,47.67,2.5,10,0.45,4,Semiárido,0
0.3316,72.51,149.94,35.87,33.74,14,22.55,2,Mata Atlântica,1
0.8234,75.58,143.06,38.52,33.46,16,5.182,2,Mata Atlântica,2
0.5266,22.62,9.21,38.15,10.78,19,0.274,1,Mata Atlântica,1
0.6494,29.91,27.05,37.7,19.73,38,1.884,1,Cerrado,1
0.4318,62.26,120.74,24.6,1.01,31,10.869,3,Cerrado,0
0.7632,73.68,149.19,29.94,0.55,14,4.535,2,Amazônia,1
0.2553,60.35,114.88,15.28,12.85,7,1.693,5,Sul,1
0.343,58.1,80.33,41.78,16.39,18,14.108,6,Mata Atlântica,1
0.3072,64.55,124.93,34.05,21.97,44,7.738,3,Cerrado,1
0.6655,26.54,35.0,36.19,23.19,19,6.65,1,Mata Atlântica,1
0.4239,22.5,35.0,18.94,15.57,18,10.965,2,Sul,0
0.6234,95.0,179.72,31.0,9.7,2,7.344,6,Amazônia,1
0.4203,68.13,125.15,24.74,31.93,3,1.69,6,Mata Atlântica,2
0.7326,46.76,98.53,35.38,41.32,14,4.384,1,Mata Atlântica,1
0.285,25.17,50.43,41.2,43.18,16,9.235,4,Mata Atlântica,1
0.9388,17.39,51.44,35.94,18.68,56,0.997,6,Amazônia,1
0.4216,64.85,135.3,25.98,29.52,19,0.89,4,Sul,2
0.4655,26.01,21.26,20.51,22.17,11,0.866,2,Sul,1
0.4267,47.34,58.84,23.93,39.69,9,1.08,6,Mata Atlântica,1
0.6964,65.38,109.76,25.38,38.18,8,0.545,1,Mata Atlântica,2
0.263,83.37,151.66,28.88,28.83,7,9.089,5,Sul,1
0.1398,18.38,20.67,39.57,16.83,7,8.527,3,Semiárido,0
0.949,50.42,75.28,22.24,12.63,30,0.821,2,Amazônia,1
0.2434,12.52,0.51,41.11,47.79,11,6.113,1,Mata Atlântica,1
0.8125,44.95,45.14,31.96,40.95,5,4.931,3,Mata Atlântica,1
0.3161,48.36,86.12,38.73,15.34,13,1.616,1,Cerrado,1
0.0765,32.27,25.35,46.21,16.49,14,1.29,2,Semiárido,1
0.3893,65.07,105.77,34.31,11.15,5,1.442,0,Sul,1
0.4421,83.25,148.2,31.66,18.8,6,6.558,2,Sul,1
0.7047,28.66,76.46,41.95,38.48,5,1.923,1,Mata Atlântica,1
0.7625,47.86,66.94,22.69,8.39,30,1.628,5,Amazônia,0
0.6188,44.91,79.04,22.84,21.72,5,0.114,4,Sul,1
0.3459,14.8,18.38,32.43,10.64,1,11.943,5,Semiárido,0
0.8481,62.53,141.66,29.88,10.15,54,6.986,8,Amazônia,1
0.7416,32.94,50.56,31.97,19.66,14,3.201,1,Sul,1
0.6587,95.0,187.58,22.68,17.76,9,14.317,1,Sul,1
0.5753,49.74,110.35,32.09,37.89,9,1.737,2,Mata Atlântica,2
0.7783,33.05,76.64,30.94,44.93,9,5.615,1,Mata Atlântica,1
0.5987,35.84,48.28,38.36,9.42,37,1.82,3,Cerrado,0
0.8816,31.96,32.97,22.98,8.51,21,1.889,0,Amazônia,0
0.498,26.77,33.54,23.73,4.32,8,9.312,4,Cerrado,0
0.3029,31.6,27.26,36.36,8.36,8,7.733,3,Semiárido,0
0.6233,95.0,193.6,35.76,9.79,10,1.741,2,Amazônia,1
0.3824,72.5,138.47,32.51,10.94,26,0.424,3,Cerrado,1
0.4765,39.85,81.82,39.52,16.81,31,2.213,1,Cerrado,1
0.6533,42.53,99.03,31.97,29.66,13,7.137,2,Mata Atlântica,1
0.5291,55.91,68.35,30.43,5.49,11,0.53,1,Sul,1
0.3504,89.36,154.67,38.1,15.99,17,5.575,4,Cerrado,1
0.6612,19.36,45.1,27.89,4.74,75,11.026,2,Cerrado,0
0.1585,17.18,13.05,33.87,6.93,18,0.988,5,Semiárido,1
0.5408,81.45,158.95,27.01,27.94,10,9.91,1,Mata Atlântica,1
0.8172,83.33,166.15,25.35,23.64,48,0.264,3,Amazônia,2
0.2791,45.73,85.81,31.87,20.55,5,5.496,3,Mata Atlântica,1
0.6595,63.27,110.47,23.01,2.12,6,7.828,6,Amazônia,0
0.6682,37.24,45.53,22.73,14.35,21,2.942,4,Amazônia,1
0.5293,28.4,33.39,31.92,24.34,13,1.139,1,Mata Atlântica,1
0.485,38.53,64.9,26.3,18.68,74,12.933,5,Cerrado,1
0.5737,79.62,155.94,24.69,25.57,11,0.101,2,Sul,2
0.4945,42.51,55.04,27.92,6.03,65,4.049,2,Cerrado,0
0.6231,69.01,121.67,31.55,24.72,12,2.333,3,Mata Atlântica,1
0.5089,53.07,93.48,29.89,46.68,19,3.091,1,Mata Atlântica,1
0.9112,71.21,135.29,24.71,19.51,30,3.845,1,Amazônia,1
0.5064,76.58,140.39,33.59,44.19,17,3.826,3,Mata Atlântica,2
0.8213,44.72,84.62,36.21,3.02,15,1.138,2,Amazônia,1
0.3895,87.41,155.85,26.77,11.25,10,5.693,4,Sul,1
0.7659,14.62,29.1,29.88,21.12,14,0.1,1,Amazônia,1
0.6012,75.11,150.48,24.75,3.51,39,0.107,4,Cerrado,1
0.6948,89.61,164.38,31.99,1.42,18,3.255,2,Amazônia,1
0.7779,72.72,157.93,21.14,22.12,8,3.903,3,Sul,1
0.8096,36.15,85.22,31.37,17.46,12,1.607,3,Mata Atlântica,1
0.2349,26.82,35.89,25.91,23.44,14,4.011,4,Mata Atlântica,0
0.6752,21.6,55.37,23.86,2.18,35,3.629,5,Amazônia,0
0.3379,5.0,10.43,35.12,23.83,8,2.148,1,Semiárido,1
0.9177,39.5,51.59,36.86,20.75,34,5.275,2,Amazônia,1
0.7158,92.93,186.04,30.13,29.8,15,15.843,4,Sul,1
0.6658,50.34,66.13,27.91,21.91,22,3.375,3,Amazônia,1
0.6269,35.94,78.28,39.9,17.07,8,7.71,7,Amazônia,1
0.8437,95.0,190.18,25.55,8.14,33,1.422,6,Amazônia,1
0.2874,47.1,74.58,32.7,25.69,0,7.176,4,Mata Atlântica,1
0.7291,64.8,141.15,36.27,39.07,2,5.234,5,Mata Atlântica,1
0.8308,72.31,118.92,29.93,21.22,53,5.104,0,Amazônia,1
0.1866,18.77,10.3,39.63,11.73,9,11.176,6,Semiárido,0
0.4207,29.62,71.49,26.56,25.05,16,1.329,4,Mata Atlântica,1
0.2703,40.9,68.63,40.04,42.75,17,2.298,1,Mata Atlântica,1
0.4813,82.86,153.49,32.46,9.69,57,0.434,4,Cerrado,2
0.5068,18.03,28.05,38.31,14.19,14,6.475,2,Cerrado,0
0.8302,5.0,14.33,33.11,46.18,15,9.285,4,Mata Atlântica,1
0.7136,94.04,179.98,40.87,15.0,49,2.603,3,Amazônia,2
0.6943,95.0,205.07,40.18,3.68,57,2.207,4,Amazônia,2
0.5413,40.29,73.45,21.25,30.74,13,5.374,0,Sul,1
0.4396,95.0,169.57,34.13,33.65,5,0.393,1,Sul,2
0.3625,51.96,105.56,34.03,9.11,31,1.74,5,Cerrado,1
0.4748,52.7,90.14,35.5,7.87,1,2.28,2,Cerrado,1
0.5804,21.22,11.11,31.97,14.99,7,3.655,3,Mata Atlântica,0
0.5974,53.27,95.33,38.45,23.63,53,3.237,5,Cerrado,1
0.8852,58.47,111.87,25.67,18.7,0,1.17,5,Amazônia,1
0.8723,95.0,201.53,28.69,4.35,54,3.891,1,Amazônia,1
0.3101,41.48,35.97,42.3,9.78,3,13.01,0,Semiárido,0
0.5534,34.52,48.65,26.93,18.52,18,0.137,1,Mata Atlântica,1
0.6309,21.63,34.66,30.8,22.67,32,5.702,1,Amazônia,1
0.8446,37.88,64.67,41.27,24.97,20,4.9,4,Amazônia,1
0.7289,42.27,26.66,34.52,12.79,54,12.913,6,Amazônia,0
0.2525,56.78,100.55,40.98,20.47,10,5.183,4,Mata Atlântica,1
0.6109,42.89,82.82,36.45,1.17,54,4.902,2,Amazônia,1
0.6909,26.34,56.1,36.49,7.15,56,7.344,1,Amazônia,0
0.1941,5.0,17.84,41.52,9.29,11,1.559,1,Semiárido,0
0.9077,40.59,60.89,24.84,24.39,19,4.528,5,Amazônia,1
0.2361,82.31,147.55,32.39,30.18,2,3.664,3,Mata Atlântica,2
0.7951,47.67,89.85,27.05,7.7,15,2.885,2,Amazônia,1
0.6136,65.5,122.37,41.97,23.26,52,0.414,6,Amazônia,2
0.8334,94.62,206.77,27.34,7.67,13,1.731,6,Amazônia,1
0.2656,12.22,2.55,40.39,5.63,10,1.642,3,Semiárido,0
0.2597,95.0,191.77,34.24,28.79,16,6.441,8,Sul,2
0.1977,9.92,9.25,33.23,18.63,13,12.67,5,Semiárido,1
0.5863,90.29,146.89,22.43,11.8,72,1.312,4,Cerrado,2
0.5979,21.16,39.28,24.59,38.65,11,0.388,2,Mata Atlântica,1
0.9487,57.51,99.54,38.22,5.07,52,30.0,4,Amazônia,1
0.5359,76.0,130.27,31.67,22.84,9,5.875,5,Cerrado,1
0.3404,44.43,77.1,31.26,16.79,2,10.878,1,Sul,1
0.6872,21.32,28.21,31.3,9.21,1,0.777,3,Amazônia,0
0.8018,14.16,34.31,27.06,20.17,56,8.066,2,Amazônia,1
0.6235,59.5,85.01,26.47,3.33,44,8.392,3,Amazônia,1
0.6332,38.89,66.56,41.15,3.27,21,0.821,2,Amazônia,1
0.9496,47.47,72.99,29.24,23.25,36,0.88,2,Amazônia,1
0.6266,67.11,113.8,22.93,42.68,13,1.751,4,Mata Atlântica,1
0.4818,67.56,137.7,41.41,0.1,16,1.222,3,Cerrado,1
0.4677,17.34,19.62,28.74,11.03,14,18.527,2,Sul,0
0.1841,32.48,25.96,40.49,2.6,7,2.254,4,Semiárido,0
0.3966,48.54,104.45,30.18,21.58,6,7.163,2,Cerrado,1
0.5039,58.56,69.38,39.25,23.07,14,8.175,1,Cerrado,1
0.452,12.19,17.94,29.15,12.06,20,2.438,1,Cerrado,0
0.2037,52.18,113.56,33.35,13.72,3,5.738,3,Mata Atlântica,1
0.6923,83.26,158.84,32.7,13.48,58,0.57,4,Cerrado,2
0.3316,81.25,117.88,30.03,46.35,1,2.529,2,Mata Atlântica,2
0.4809,5.0,2.67,34.79,7.45,72,17.104,4,Cerrado,0
0.7584,44.96,79.4,31.47,43.06,7,0.923,3,Mata Atlântica,2
0.3192,58.51,98.34,22.42,11.16,9,2.436,2,Cerrado,1
0.6102,60.43,110.35,38.29,15.29,51,7.816,1,Cerrado,1
0.5219,89.37,167.89,25.67,18.67,0,5.474,4,Sul,1
0.1356,20.24,35.16,46.58,18.48,8,4.992,2,Semiárido,1
0.605,85.08,175.73,33.6,18.08,28,9.595,2,Amazônia,1
0.6659,62.69,118.54,30.18,34.94,15,0.148,2,Sul,2
0.5867,51.63,111.47,30.22,17.04,3,7.374,2,Mata Atlântica,1
0.4111,65.78,123.51,19.88,38.75,14,10.709,2,Sul,1
0.2444,19.44,27.6,32.44,23.31,6,0.1,5,Semiárido,1
0.3521,73.29,147.51,35.07,0.97,74,4.093,7,Cerrado,1
0.8168,95.0,195.86,38.53,15.11,58,2.143,2,Amazônia,2
0.3468,24.9,64.82,39.79,16.08,68,0.26,2,Cerrado,1
0.4732,10.95,6.13,33.59,45.16,10,2.704,2,Mata Atlântica,1
0.5751,32.07,7.76,28.26,38.24,18,5.165,6,Mata Atlântica,1
0.3521,21.96,45.43,25.27,7.28,48,12.567,2,Cerrado,0
0.8033,32.93,27.83,28.91,5.42,32,4.845,4,Amazônia,0
0.1493,27.44,37.4,39.51,12.1,12,9.716,3,Semiárido,1
0.3358,9.83,10.24,24.38,7.15,0,0.648,3,Sul,0
0.7038,51.6,114.77,41.05,10.39,6,1.182,0,Mata Atlântica,1
0.8476,57.15,101.27,39.94,11.0,28,17.582,0,Amazônia,0
0.3987,29.27,16.81,22.66,10.25,52,10.92,2,Cerrado,0
0.6801,49.7,94.18,33.24,15.65,53,1.341,2,Amazônia,2
0.3288,66.3,125.28,18.98,32.39,17,4.851,2,Sul,1
0.9249,50.1,70.44,26.91,18.92,27,2.252,2,Amazônia,1
0.2132,59.34,102.55,32.48,11.86,15,3.161,0,Mata Atlântica,1
0.408,56.72,130.45,30.12,11.85,74,9.862,3,Cerrado,1
0.6301,65.53,120.42,25.93,39.17,13,6.654,3,Mata Atlântica,1
0.4022,81.52,130.73,34.29,43.38,0,1.362,3,Mata Atlântica,2
0.3138,23.43,30.2,38.21,17.38,5,1.899,7,Semiárido,1
0.9434,20.74,71.88,29.31,23.11,19,1.71,2,Amazônia,1
0.8273,71.86,129.25,33.05,16.66,28,7.586,7,Amazônia,1
0.8815,39.1,67.5,28.56,10.8,34,3.368,2,Amazônia,1
0.8039,38.09,93.99,19.57,31.39,8,15.052,2,Sul,1
0.3446,17.71,46.52,27.51,12.1,15,8.483,3,Sul,0
0.8498,38.81,46.23,25.58,38.44,14,1.186,2,Mata Atlântica,1
0.3115,75.07,156.05,40.0,32.6,1,7.708,2,Mata Atlântica,2
0.7015,74.62,158.13,25.03,47.5,4,3.527,1,Mata Atlântica,2
0.8371,49.23,86.93,23.91,12.98,35,1.463,4,Amazônia,1
0.2526,14.78,21.86,32.52,16.01,18,2.258,2,Sul,0
0.678,48.62,83.21,29.72,0.02,44,17.9,2,Cerrado,1
0.3566,78.97,155.3,32.61,22.18,6,3.308,4,Cerrado,2
0.4623,50.99,111.3,35.05,23.11,6,6.358,3,Mata Atlântica,1
0.8418,59.04,116.89,23.06,13.53,15,3.242,5,Amazônia,1
0.844,71.52,127.55,27.86,3.06,34,2.323,1,Amazônia,0
0.2933,15.43,11.22,42.99,16.8,11,7.958,4,Semiárido,0
0.6964,68.94,131.1,27.33,3.45,39,9.43,2,Amazônia,0
0.5404,36.4,23.98,22.98,40.59,13,0.373,6,Mata Atlântica,1
0.8226,77.11,134.77,23.73,2.34,10,1.635,1,Amazônia,1
0.6214,53.73,81.2,38.03,14.73,38,3.545,4,Cerrado,1
0.6982,76.05,148.23,40.23,7.95,56,1.903,5,Cerrado,1
0.4011,36.26,53.89,25.04,20.77,62,7.653,8,Cerrado,1
0.3223,16.19,21.2,44.53,20.0,18,0.609,2,Semiárido,1
0.5081,51.34,77.26,35.04,24.96,1,7.992,5,Cerrado,1
0.6274,54.7,100.29,41.09,11.16,13,4.81,1,Mata Atlântica,1
0.3265,48.46,80.7,27.99,39.12,1,1.708,1,Mata Atlântica,1
0.454,81.62,154.74,39.1,47.87,17,2.111,2,Mata Atlântica,2
0.8153,87.24,170.24,28.22,13.92,18,1.01,5,Sul,2
0.2915,38.06,10.02,44.32,4.46,18,1.456,2,Semiárido,0
0.8449,60.26,122.3,24.73,14.93,18,6.316,3,Amazônia,1
0.8934,77.39,160.15,41.47,14.8,52,2.357,7,Amazônia,2
0.582,42.58,59.46,30.82,1.08,37,5.816,4,Cerrado,0
0.8094,12.67,16.34,41.06,26.15,7,3.609,3,Mata Atlântica,1
0.7876,92.67,186.99,31.17,13.26,9,0.785,2,Amazônia,2
0.4977,22.12,45.78,32.6,29.87,2,3.456,3,Mata Atlântica,1
0.5701,32.76,41.43,38.1,31.62,4,7.063,4,Mata Atlântica,1
0.3012,80.96,147.24,36.45,4.03,63,1.767,1,Cerrado,1
0.0551,7.63,0.32,34.49,6.35,18,5.222,2,Semiárido,0
0.697,95.0,198.49,30.34,3.92,49,1.11,1,Amazônia,1
0.9225,62.75,148.75,37.85,2.91,15,0.729,3,Amazônia,1
0.0929,18.54,31.24,45.84,21.97,1,2.233,4,Semiárido,1
0.339,14.35,12.56,22.2,36.97,19,2.465,4,Mata Atlântica,1
0.2246,60.64,132.03,33.76,40.29,8,7.157,5,Mata Atlântica,1
0.5056,35.82,87.59,39.32,10.7,9,3.082,3,Cerrado,1
0.6111,84.28,168.84,35.06,15.9,44,0.424,3,Amazônia,2
0.2968,23.51,17.5,33.7,23.2,8,5.026,3,Semiárido,1
0.054,35.82,34.24,46.29,21.12,19,3.167,3,Semiárido,1
0.5995,8.1,5.46,37.02,20.66,3,2.015,2,Mata Atlântica,1
0.4875,71.34,122.03,36.34,21.13,42,8.103,3,Cerrado,1
0.5122,17.52,5.33,41.29,30.09,11,0.838,4,Mata Atlântica,1
0.3743,52.86,72.85,39.27,8.75,58,12.221,2,Cerrado,0
0.6739,16.98,21.52,38.31,16.81,38,2.033,1,Amazônia,0
0.8024,85.62,198.02,33.99,27.86,19,3.09,7,Sul,2
0.9101,84.85,163.44,26.78,2.35,8,13.242,2,Amazônia,1
0.3672,17.66,34.69,18.72,33.85,6,7.161,1,Sul,1
0.4264,35.39,68.6,36.19,5.09,19,0.386,5,Cerrado,0
0.7003,17.08,20.88,28.06,9.5,1,4.317,2,Amazônia,0
0.2896,42.28,76.98,23.87,33.73,10,1.858,2,Mata Atlântica,1
0.5843,79.01,149.33,32.28,11.84,9,3.551,3,Sul,1
0.2339,16.64,2.24,43.8,1.69,18,6.793,2,Semiárido,0
0.0972,9.26,4.84,45.27,12.7,2,3.428,2,Semiárido,0
0.8166,53.28,88.25,40.26,46.16,11,0.368,4,Mata Atlântica,2
0.617,79.0,151.53,29.58,47.5,12,3.775,4,Mata Atlântica,2
0.0719,31.96,31.85,34.28,4.17,6,0.122,3,Semiárido,1
0.8966,65.04,124.41,30.13,11.13,11,2.142,3,Amazônia,1
0.432,20.75,25.05,29.52,42.74,1,3.251,6,Mata Atlântica,1
0.7173,20.16,28.93,35.32,16.46,59,5.174,5,Amazônia,0
0.6392,53.15,97.78,27.48,8.3,5,3.528,3,Sul,1
0.8242,86.07,181.15,18.85,30.08,18,0.824,3,Sul,2
0.8859,95.0,217.98,30.78,2.27,39,13.457,0,Amazônia,1
0.1865,17.05,1.85,33.26,14.54,12,5.253,0,Semiárido,1
0.8007,38.29,81.31,15.64,24.09,3,1.906,4,Sul,1
0.6298,95.0,217.46,31.42,3.48,8,16.898,1,Amazônia,1
0.8053,67.95,109.63,26.12,21.87,15,10.71,3,Mata Atlântica,1
0.4586,31.81,54.19,17.48,28.73,1,0.774,3,Sul,1
0.6738,95.0,213.66,27.55,4.04,32,5.327,3,Amazônia,1
0.6568,30.07,54.57,34.07,15.95,12,4.106,2,Mata Atlântica,0
0.4698,53.46,114.11,41.82,7.12,74,1.071,3,Cerrado,1
0.7895,41.58,97.54,19.67,25.49,13,1.329,5,Sul,1
0.5149,95.0,191.54,33.9,32.62,4,4.148,4,Sul,2
0.4992,32.52,69.55,22.71,20.75,1,1.938,4,Sul,1
0.5682,75.49,130.92,29.48,26.69,4,9.004,1,Mata Atlântica,1
0.2971,26.31,53.48,20.48,16.64,5,0.514,1,Sul,1
0.0887,25.67,11.28,43.28,18.0,1,12.269,2,Semiárido,1
0.572,46.41,41.25,30.06,14.84,53,9.18,2,Cerrado,1
0.0803,5.0,3.33,32.15,17.88,15,6.709,4,Semiárido,0
0.6974,52.21,111.96,22.09,5.75,18,1.523,4,Amazônia,1
0.2016,77.57,135.05,39.07,26.29,13,6.276,6,Mata Atlântica,1
0.7142,95.0,193.08,23.52,12.0,24,2.888,6,Amazônia,1
0.7048,63.29,103.56,40.01,15.26,51,5.022,1,Amazônia,1
0.6814,82.71,170.06,40.99,2.3,31,1.874,1,Amazônia,1
0.8144,39.79,30.57,41.8,23.71,9,9.035,2,Mata Atlântica,1
0.3545,47.91,81.33,38.19,19.33,8,0.207,0,Cerrado,2
0.3121,14.81,32.0,32.09,5.6,16,5.88,4,Semiárido,0
0.8359,70.2,136.89,36.12,2.31,27,8.82,1,Amazônia,1
0.6512,17.93,38.62,26.07,14.93,22,5.198,3,Cerrado,0
0.5734,74.14,113.11,39.94,16.67,3,1.066,2,Mata Atlântica,1
0.0881,20.6,34.95,41.65,15.2,10,1.677,2,Semiárido,1
0.6217,85.67,157.8,28.54,15.46,71,3.617,6,Cerrado,2
0.6631,78.95,159.98,40.35,34.96,13,1.998,1,Mata Atlântica,2
0.4394,38.54,73.63,29.35,12.19,17,0.1,10,Sul,1
0.6635,49.99,121.6,25.88,10.0,1,0.208,0,Mata Atlântica,1
0.629,95.0,204.44,30.44,13.35,10,7.3,0,Amazônia,1
0.7696,43.28,50.34,36.01,15.43,1,0.437,4,Amazônia,1
0.4641,81.1,172.54,25.45,22.56,12,13.157,5,Sul,1
0.7972,76.22,172.89,35.39,21.78,49,2.924,3,Amazônia,2
0.215,95.0,177.57,32.56,21.54,3,7.098,5,Sul,1
0.2867,12.68,34.88,24.42,16.72,15,0.671,1,Mata Atlântica,1
0.6255,68.03,106.21,23.37,31.2,11,13.053,0,Sul,1
0.1683,6.7,8.66,46.22,15.1,15,0.172,4,Semiárido,1
0.8423,36.97,78.74,15.38,12.93,16,0.215,4,Sul,1
0.5718,52.06,88.15,30.97,17.94,8,0.281,6,Cerrado,1
0.1916,5.13,7.56,43.28,0.51,6,0.546,5,Semiárido,1
0.5375,44.5,88.35,23.21,10.15,50,3.336,1,Cerrado,1
0.3086,74.38,135.4,24.38,14.08,8,7.762,4,Mata Atlântica,1
0.6665,13.83,51.17,28.86,26.87,11,1.677,2,Mata Atlântica,1
0.6907,95.0,158.24,33.95,13.16,12,6.848,3,Sul,1
0.2578,70.5,132.33,33.02,29.67,13,7.437,4,Sul,1
0.1976,10.58,24.04,41.61,24.41,11,11.945,5,Semiárido,1
0.6527,29.48,60.77,37.58,1.6,39,0.809,1,Cerrado,1
0.4941,61.46,95.76,39.43,1.75,65,0.728,4,Cerrado,1
0.2882,22.61,17.16,39.6,14.88,17,0.651,4,Semiárido,1
0.801,36.91,34.8,32.23,6.25,16,2.226,1,Amazônia,0
0.8335,32.11,60.66,41.07,10.26,39,3.361,3,Amazônia,1
0.4793,35.34,50.53,32.71,20.76,27,3.096,1,Cerrado,1
0.4098,57.89,97.86,41.9,4.97,45,1.486,3,Cerrado,1
0.4573,25.22,21.26,24.84,17.98,14,4.864,4,Cerrado,0
0.7883,80.1,134.38,39.24,12.61,17,2.065,2,Amazônia,1
0.894,95.0,212.94,31.94,22.62,3,2.279,1,Amazônia,2
0.9463,95.0,195.11,22.45,24.32,46,0.558,1,Amazônia,2
0.3951,23.5,40.44,19.22,31.45,13,4.485,0,Sul,1
0.3279,11.0,3.12,41.3,14.62,65,5.325,3,Cerrado,0
0.571,33.44,39.27,29.67,18.65,49,7.093,3,Cerrado,1
0.378,44.4,104.8,41.08,19.13,6,11.718,8,Mata Atlântica,1
0.8596,95.0,175.69,24.82,5.67,25,7.262,2,Amazônia,1
0.7325,32.62,69.81,18.78,27.48,2,1.344,4,Sul,1
0.1842,10.34,6.15,33.53,10.82,12,1.344,2,Semiárido,1
0.8934,51.58,69.58,26.93,0.04,29,12.331,4,Amazônia,0
0.654,34.84,48.87,37.59,20.94,68,7.806,6,Cerrado,1
0.6017,88.86,167.52,17.69,20.76,5,7.622,4,Sul,1
0.667,70.82,154.59,16.07,13.23,10,6.36,3,Sul,1
0.4548,6.92,11.6,30.28,47.15,8,1.554,2,Mata Atlântica,1
0.7882,89.83,159.05,26.56,28.84,8,9.4,1,Mata Atlântica,1
0.8669,93.56,194.2,35.67,23.2,26,0.771,4,Amazônia,2
0.4928,75.2,152.14,27.83,14.94,0,2.154,1,Sul,1
0.6687,95.0,209.23,38.85,7.78,6,2.127,2,Amazônia,1
0.8193,19.76,39.94,27.67,11.41,0,4.106,0,Sul,0
0.7165,26.3,31.12,29.86,44.89,12,3.113,6,Mata Atlântica,1
0.226,24.89,32.01,27.96,13.7,15,3.079,1,Mata Atlântica,1
0.416,44.13,75.13,34.88,21.21,11,4.032,3,Mata Atlântica,1
0.7714,94.92,195.94,24.02,12.9,40,2.684,2,Amazônia,1
0.8257,95.0,215.96,31.56,7.34,31,1.438,2,Amazônia,1
0.6804,55.35,118.75,28.69,1.53,13,5.455,2,Amazônia,1
0.7934,58.47,98.13,39.68,3.48,32,7.818,0,Amazônia,0
0.1095,5.6,2.09,32.88,7.27,16,3.26,4,Semiárido,0
0.5622,64.14,102.06,38.59,24.41,76,5.242,3,Cerrado,1
0.6494,75.97,149.09,25.35,24.14,5,3.832,7,Amazônia,2
0.7687,53.3,113.89,31.01,20.6,14,0.304,0,Sul,1
0.6983,21.49,29.46,18.68,32.64,11,2.75,5,Sul,1
0.4354,66.76,132.11,22.05,13.66,15,0.1,2,Sul,2
0.6772,50.7,71.78,17.52,24.02,17,5.422,3,Sul,1
0.664,45.99,85.66,41.76,9.67,24,3.548,4,Amazônia,1
0.575,56.06,106.18,22.69,1.12,32,0.678,1,Cerrado,1
0.0746,33.72,27.35,37.1,13.36,14,3.907,2,Semiárido,1
0.39,25.84,25.89,29.72,20.96,13,11.435,6,Mata Atlântica,0
0.9395,46.81,51.71,28.79,20.05,21,2.081,2,Amazônia,1
0.3429,30.21,22.29,41.86,17.28,19,20.19,2,Semiárido,0
0.6501,32.9,65.99,39.9,8.82,13,16.017,1,Amazônia,0
0.7311,57.73,87.58,22.38,16.18,41,7.693,4,Amazônia,1
0.4819,27.56,11.78,37.5,48.14,17,8.405,2,Mata Atlântica,1
0.5702,22.73,1.03,27.06,39.42,0,2.643,3,Mata Atlântica,1
0.7698,28.86,24.1,29.67,39.07,1,2.575,2,Mata Atlântica,1
